stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
19hpf,0,8.76,0,0,0,0
24hpf,0,36,0,0,0,0
2dpf,0,37.53,0,0,0,0
3dpf,0,5.75,0,0,0,0
5dpf,1.03,137.48,0,2.07,0,1.03
10dpf,1.26,95.39,0.63,0,1.26,0.63
