stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,1.67,0.83,0,1.67,0,0
3dpf,8.62,0,1.72,6.9,2.3,0.57
5dpf,8.79,0,0.52,3.62,2.07,6.72
10dpf,3.14,0,0,0.63,0.63,3.77
