stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,2043.94,10.32,20.65,0,495.5,20.65,0,0,1145.85,258.07
12hpf,4194.78,67.47,7.71,73.25,823.15,165.79,15.42,42.41,1582.68,896.4
14hpf,785.81,10.03,16.72,16.72,117.04,10.03,16.72,0,143.79,70.22
16hpf,703.43,20.51,26.66,10.25,147.66,41.02,10.25,8.2,172.27,135.35
19hpf,2598.56,10.95,32.84,21.89,192.65,102.89,13.14,4.38,116.03,153.24
24hpf,1230,7,52,24,256,55,20,4,52,79
2dpf,346.98,15.01,23.35,42.54,236.04,160.98,30.03,0.83,61.72,77.57
3dpf,475.81,9.19,7.47,12.07,14.37,101.14,8.05,0,15.52,20.69
5dpf,124.04,5.17,57.88,22.22,41.86,197.43,14.99,11.37,50.13,93.03
10dpf,100.41,1.26,16.32,5.02,1.88,44.55,0.63,0,8.16,2.51
