stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,3.34,0,0,0,0,0,0,47.54
3dpf,6.32,2.3,0,0,1.72,0,0,58.04
5dpf,7.24,1.03,0.52,1.03,4.13,0.52,1.03,361.26
10dpf,9.41,1.26,1.88,0.63,4.39,0,0,131.15
