stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.67,0,0,0.83,0,0.83,0.83
3dpf,37.35,0,0,0,0.57,0,0
5dpf,2.58,0,0.52,0,1.03,0.52,2.58
10dpf,3.77,0.63,0,0,0,0,0
