stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,10.32,0,0,0,0,0,0,0,30.97,20.65
12hpf,9.64,0,0,0,1.93,3.86,0,0,11.57,5.78
14hpf,33.44,0,0,0,3.34,6.69,3.34,0,43.47,0
16hpf,32.81,0,0,0,14.36,8.2,2.05,0,16.41,4.1
19hpf,39.41,0,0,0,15.32,8.76,0,0,0,0
24hpf,51,0,0,0,49,26,0,0,5,2
2dpf,179.33,0.83,3.34,2.5,186,430.38,8.34,1.67,97.59,20.85
3dpf,852.77,2.3,2.87,0.57,12.64,375.24,1.72,0,17.24,6.9
5dpf,122.49,6.72,8.79,6.2,32.56,457.91,7.24,2.58,54.78,27.39
10dpf,233.44,4.39,1.26,3.14,16.94,417.31,5.02,0,29.49,3.14
