stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,20.65,0,0,0,0,0,0,0,0,0
12hpf,34.7,3.86,0,0,9.64,0,0,3.86,11.57,11.57
14hpf,43.47,0,6.69,0,0,3.34,0,0,0,20.06
16hpf,77.93,6.15,4.1,8.2,26.66,18.46,2.05,2.05,28.71,38.97
19hpf,126.97,0,0,8.76,2.19,4.38,4.38,0,4.38,17.51
24hpf,175,2,7,11,54,20,7,1,33,38
2dpf,333.63,6.67,25.02,40.04,175.99,296.1,44.21,3.34,90.08,111.77
3dpf,652.8,7.47,8.05,22.41,17.24,257.44,12.07,0,19.54,25.28
5dpf,89.41,10.34,25.32,29.46,17.57,153.5,11.37,7.24,39.8,96.13
10dpf,108.56,3.77,18.2,11.92,5.02,52.09,3.77,0,9.41,8.79
