stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,61.94,0,0,0,371.63,61.94,0,0,588.41,185.81
12hpf,100.24,15.42,0,5.78,366.27,92.53,0,0,595.67,237.11
14hpf,287.57,10.03,0,10.03,280.88,130.41,0,0,428.01,341.07
16hpf,283.01,8.2,0,4.1,334.28,168.17,38.97,10.25,330.18,317.88
19hpf,256.13,4.38,0,0,142.3,85.38,35.03,0,135.73,96.32
24hpf,236,2,3,5,173,73,56,0,122,56
2dpf,323.62,0,5,10.84,321.12,255.23,69.23,0.83,71.73,62.56
3dpf,1307.89,4.6,5.17,4.02,136.19,422.94,28.73,0,19.54,25.86
5dpf,159.7,6.72,11.37,13.95,80.11,301.31,35.14,0.52,57.37,91.48
10dpf,526.5,6.28,5.02,6.28,81.58,241.6,26.36,0,29.49,28.24
