stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,0.83,10.01,0,3.34,12.51
3dpf,0,0,0,0.57,1.72,0,1.15,1.15
5dpf,2.07,0.52,0.52,0,21.19,0.52,2.07,62.54
10dpf,0,0.63,0,0,1.88,0,0,5.02
