stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,38.5,0.57,0,0,0,0,0
5dpf,0,0,0.52,0,2.07,0,2.07
10dpf,53.97,0.63,1.26,0.63,3.77,2.51,0.63
