stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,10.32,0,0,0,10.32,10.32,0,0,0,0
12hpf,15.42,0,0,0,0,0,0,1.93,0,0
14hpf,36.78,0,0,3.34,0,3.34,0,0,0,0
16hpf,20.51,2.05,0,12.3,2.05,0,0,0,4.1,2.05
19hpf,26.27,0,0,6.57,2.19,0,2.19,0,0,0
24hpf,18,0,0,2,1,1,5,0,2,0
2dpf,153.47,5.84,4.17,21.69,45.87,110.1,10.84,5,31.69,16.68
3dpf,503.39,2.3,2.87,5.75,12.64,160.9,4.02,0,10.34,10.92
5dpf,89.93,3.1,9.3,15.5,11.37,131.27,6.2,20.16,19.64,43.93
10dpf,240.97,1.88,6.9,12.55,8.79,89.74,7.53,0.63,6.28,14.43
