stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,7.51,0,1.67,0.83,0
3dpf,2.3,4.6,0,0,0,0
5dpf,1.55,40.31,2.58,0,0,1.55
10dpf,3.77,8.16,0,0,0,0.63
