stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0.83,0,0,0
3dpf,0,0,0.57,0,0,0
5dpf,1.03,0.52,1.03,3.62,0.52,2.07
10dpf,2.51,0,6.28,0,0,0.63
