stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0.83,0.83,0,2.5
3dpf,1.15,0,2.87,1.15,0,2.3
5dpf,0,2.58,2.07,0,0.52,3.1
10dpf,0.63,8.16,3.77,1.26,0,0.63
