stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.5,0,0,0,0.83,0.83,0.83
3dpf,2.87,0,0.57,0.57,1.15,0,0
5dpf,0,0.52,0,0,0.52,0,0.52
