stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,5,0,0,0,0,0.83,2.5,0
3dpf,99.99,0,1.15,0,5.17,0,0,0
5dpf,4.13,0.52,0,0,3.1,0,1.03,2.58
10dpf,42.67,0,0,0.63,0.63,0,0,0
