stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1476.18,30.97,0,0,196.14,0,0,0,330.33,289.04
12hpf,1829.44,36.63,3.86,57.83,422.18,50.12,3.86,11.57,400.97,360.49
14hpf,1317.48,6.69,20.06,36.78,203.98,26.75,13.38,26.75,284.23,113.69
16hpf,787.51,28.71,32.81,18.46,227.64,34.86,12.3,12.3,162.01,127.15
19hpf,2162.91,4.38,8.76,15.32,214.54,50.35,17.51,0,61.3,157.62
24hpf,1180,11,105,40,326,78,17,6,84,105
2dpf,468.75,18.35,31.69,54.21,357.82,228.54,29.19,4.17,95.92,105.09
3dpf,637.28,10.92,6.9,16.09,16.09,113.21,11.49,0,13.79,22.41
5dpf,123.01,9.82,72.36,35.66,64.09,406.23,18.09,23.77,83.21,155.57
10dpf,147.47,5.65,29.49,5.02,0.63,43.3,5.02,0,11.92,3.77
