stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
12hpf,1.93,0,0,0,0,0,0,0
3dpf,20.11,0,0.57,0.57,1.15,0,0,0
5dpf,5.17,0.52,0.52,0,0.52,0.52,0.52,0.52
10dpf,5.65,0,0,0,0,0,0,0
