stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm
2dpf,0.83,0,0,0
3dpf,0.57,0,0,0
5dpf,0,0,1.03,0
10dpf,3.14,0.63,0,0.63
