stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
2dpf,32.53,0,6.67,0,0.83
3dpf,4.02,0,1.72,0,0.57
5dpf,11.37,0,13.95,0.52,0
10dpf,2.51,1.26,23.85,1.88,0
