stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0,1.67,0.83,0.83
3dpf,2.3,0,0,2.87,0,0
5dpf,0,0.52,0.52,6.72,0,2.07
10dpf,2.51,0,0,11.92,0.63,0
