stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.5,0,0.83,1.67,1.67,50.04
3dpf,3.45,0,0,0,0,19.54
5dpf,3.62,0,0.52,1.03,0.52,119.9
10dpf,5.65,0.63,0.63,0.63,0,35.77
