stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,5,0,0,0,0,0,0
3dpf,3.45,0,0,0,2.87,0,0
5dpf,29.46,0.52,0.52,0.52,8.27,0.52,1.03
10dpf,6.28,0,0,0,12.55,0.63,0
