stage,central_nervous_system,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,1.67,0,5,0
3dpf,9.77,1.72,0,0
5dpf,0,0.52,2.58,1.03
10dpf,3.77,1.26,5.65,0
