stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
3dpf,94.82,0,1.15,0,1.15,0,0,0
5dpf,4.65,0.52,0,1.03,2.07,0.52,1.03,0.52
10dpf,109.82,1.88,0.63,0,2.51,0,0.63,0
