stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,82.58,20.65,0,0,10.32,0,0,0,20.65,20.65
12hpf,171.57,19.28,0,1.93,65.54,11.57,1.93,3.86,61.69,55.9
14hpf,73.56,0,0,43.47,40.13,3.34,0,0,33.44,20.06
16hpf,55.37,2.05,0,8.2,22.56,4.1,0,0,14.36,14.36
19hpf,72.24,0,0,6.57,8.76,0,0,0,2.19,8.76
24hpf,60,2,0,2,21,10,2,1,5,8
2dpf,133.45,3.34,9.17,8.34,89.25,91.75,9.17,2.5,24.19,30.86
3dpf,216.64,4.6,1.72,3.45,9.19,109.76,4.6,0,3.45,8.05
5dpf,37.73,0.52,5.17,5.69,10.85,66.15,5.69,2.07,4.13,32.56
10dpf,50.2,1.88,1.26,3.77,3.14,60.87,1.26,0,1.88,3.14
