stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,1.67,0,0,0,0,0,25.86
3dpf,1.72,0.57,1.15,0.57,0,0,10.92
5dpf,2.07,0,1.55,2.07,0,2.07,24.29
10dpf,0.63,0,6.28,0,0.63,0,22.59
