stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,1.67,0,0,3.34,1.67,0,2.5
3dpf,0.57,0,0,3.45,1.72,0,0
5dpf,0,1.55,3.62,8.27,1.03,0.52,7.75
10dpf,2.51,1.88,1.88,6.9,1.26,0,2.51
