stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
24hpf,0,62,0,0,0,0
2dpf,1.67,36.7,0.83,0.83,0.83,2.5
3dpf,0.57,2.87,0,0,0,0
5dpf,0,121.97,0.52,0,4.65,1.03
10dpf,4.39,121.74,0,0,1.88,0.63
