stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,10.32,0,0,0,0,0,0,20.65,10.32,123.88
12hpf,3.86,0,0,0,1.93,0,0,5.78,1.93,5.78
14hpf,10.03,3.34,0,0,3.34,3.34,0,13.38,3.34,173.88
16hpf,77.93,4.1,0,4.1,26.66,28.71,0,12.3,10.25,45.12
19hpf,98.51,0,0,4.38,8.76,10.95,0,8.76,2.19,567
24hpf,44,0,0,2,14,2,20,0,4,50
2dpf,286.92,8.34,26.69,44.21,95.08,226.03,136.79,15.01,79.24,588.86
3dpf,611.42,14.94,8.05,17.24,13.79,195.95,9.19,0,10.92,156.88
5dpf,106.98,21.71,34.63,61.5,18.09,209.83,24.81,13.44,27.39,416.56
10dpf,313.14,25.1,29.49,68.4,13.18,175.71,11.92,0.63,18.83,120.49
