stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,51.61,0,0,0,20.65,0,0,0,0,0
12hpf,65.54,3.86,0,1.93,11.57,3.86,0,13.49,5.78,3.86
14hpf,488.2,10.03,0,13.38,13.38,10.03,0,30.09,10.03,40.13
16hpf,278.91,26.66,2.05,30.76,36.91,26.66,6.15,18.46,16.41,53.32
19hpf,768.4,2.19,0,52.54,52.54,26.27,10.95,15.32,4.38,78.81
24hpf,761,14,2,140,132,103,21,5,43,84
2dpf,1284.48,5.84,15.85,254.39,575.51,1282.81,136.79,69.23,392.02,199.34
3dpf,3810.47,31.03,29.88,152.28,176.42,2295.13,56.32,1.15,158.6,114.93
5dpf,593.32,42.9,77.01,483.23,135.93,2207.89,104.92,135.41,287.87,650.69
10dpf,1690.57,58.99,50.2,348.28,121.74,1666.73,85.34,3.77,205.83,99.78
