stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.5,0,0,0,0,0,0.83
3dpf,10.92,0,0.57,0.57,0,0,0
5dpf,1.03,0.52,0,0,1.03,0.52,0.52
10dpf,25.1,0.63,0,0,3.14,0,0
