stage,central_nervous_system,lateral_mesoderm,paraxial_mesoderm,periderm
2dpf,0.83,0,0,0
3dpf,5.17,0,0,1.72
5dpf,4.65,0.52,0.52,2.07
10dpf,6.9,0,0,1.26
