stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
3dpf,29.31,0,0.57,1.15,0,0,0
5dpf,2.58,0.52,1.03,2.58,0,0.52,2.58
10dpf,75.93,0,0,2.51,1.26,0,0
