stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,51.61,0,0,0,20.65,0,0,0,10.32,10.32
12hpf,28.92,0,0,1.93,1.93,3.86,0,5.78,5.78,5.78
14hpf,3.34,0,3.34,0,3.34,0,0,3.34,16.72,0
16hpf,30.76,0,2.05,4.1,10.25,10.25,0,4.1,65.63,10.25
19hpf,144.49,0,10.95,10.95,24.08,19.7,8.76,0,100.7,52.54
24hpf,237,3,19,5,46,36,5,2,920,40
2dpf,1010.07,16.68,110.93,129.28,327.79,667.26,107.6,24.19,369.5,346.14
3dpf,447.07,21.84,16.66,12.64,14.94,178.14,2.87,0,45.97,31.61
5dpf,205.18,33.59,179.34,124.04,55.82,798.5,53.23,35.14,280.64,370.05
10dpf,302.47,78.44,114.84,35.77,18.2,222.77,9.41,0,186.38,40.16
