stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,350.98,30.97,20.65,0,154.84,0,0,0,340.66,340.66
12hpf,329.65,32.77,1.93,23.13,150.36,7.71,0,9.64,293.02,156.15
14hpf,257.48,6.69,16.72,76.91,120.38,0,0,10.03,140.44,86.94
16hpf,151.76,10.25,4.1,14.36,114.85,6.15,4.1,10.25,131.25,47.17
19hpf,350.27,2.19,0,19.7,59.11,0,6.57,2.19,26.27,67.86
24hpf,146,5,11,23,95,1,3,0,15,32
2dpf,223.53,2.5,20.02,35.03,284.42,80.07,11.68,9.17,26.69,70.06
3dpf,232.16,3.45,3.45,5.17,8.05,22.41,1.15,0,1.72,4.6
5dpf,24.81,1.03,16.02,5.17,22.74,29.98,1.55,4.13,17.57,22.74
10dpf,21.96,0,5.65,0,0,4.39,0,0,0.63,1.88
