stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0.83,0,0
3dpf,0.57,0,0,0,0.57,0
5dpf,0,1.03,0,2.58,0.52,1.03
10dpf,0.63,16.32,0.63,2.51,0,0.63
