stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm
24hpf,0,0,0,0,0,0,1
2dpf,1.67,0,0.83,3.34,4.17,0,4.17
3dpf,12.64,0,1.15,0,1.72,0,1.15
5dpf,0.52,0.52,1.55,0,2.07,0.52,1.03
10dpf,9.41,0.63,0,0,0,0,0
