stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,8.34,0,0.83,0.83,0
3dpf,36.2,0.57,0,0,1.15
5dpf,6.72,0,0.52,1.03,1.55
10dpf,16.32,0.63,0,0,0
