stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.67,0,0,4.17,0,0.83,8.34
3dpf,4.6,0,0.57,0,0,0,2.87
5dpf,0,0.52,0,0.52,2.58,0,2.58
10dpf,0,0,0,0,1.26,0,0.63
