stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,0,0.57,0,0.57,0
5dpf,0,0,2.07,0,1.03
10dpf,1.26,0,1.26,0,0
