stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
24hpf,3,0,1,0,0,0,0,0
2dpf,34.2,1.67,11.68,4.17,7.51,0.83,0.83,3.34
3dpf,86.2,0,0.57,9.19,13.22,0,0,0
5dpf,7.75,1.03,0.52,8.27,7.75,0,0.52,1.55
10dpf,26.98,4.39,0,1.88,9.41,0,0,0.63
