stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
14hpf,0,0,0,0,0,3.34
24hpf,0,0,0,0,0,1
2dpf,0.83,0,0,1.67,1.67,37.53
3dpf,1.72,1.15,0,0.57,0.57,10.34
5dpf,0,0.52,0.52,0.52,0,31.53
10dpf,0,2.51,0,1.26,0,12.55
