stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0.83,1.67,0,0.83
3dpf,0.57,0.57,0.57,1.15
5dpf,0.52,4.13,1.55,6.72
10dpf,1.26,0.63,1.26,4.39
