stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,10.32,0,0,0,0,0,0,0
12hpf,3.86,0,0,0,0,0,0,3.86
14hpf,13.38,0,0,0,0,0,0,23.41
16hpf,6.15,0,0,0,0,0,0,0
19hpf,21.89,0,2.19,0,0,0,0,2.19
24hpf,2,0,0,0,0,0,0,1
2dpf,27.52,2.5,6.67,3.34,1.67,0.83,1.67,15.01
3dpf,12.64,0.57,1.15,5.75,0,0,0,1.72
5dpf,4.65,4.13,0.52,5.17,0.52,0,0,11.89
10dpf,21.34,1.88,0,5.02,0.63,0,0,0
