stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,3045.27,41.29,30.97,0,578.08,30.97,0,0,1114.88,732.93
12hpf,3041.99,100.24,34.7,63.62,749.89,156.15,5.78,88.68,1098.82,761.46
14hpf,2297.23,20.06,133.75,86.94,407.95,177.22,23.41,26.75,518.3,434.7
16hpf,1499.15,75.88,69.73,82.03,432.72,155.86,38.97,43.07,404.01,428.62
19hpf,2633.59,30.65,13.14,43.78,190.46,164.19,19.7,10.95,85.38,319.62
24hpf,1640,30,85,44,305,139,33,2,113,135
2dpf,555.49,20.02,40.04,66.73,317.78,389.51,48.38,5,128.45,160.14
3dpf,2078.49,17.81,12.07,25.28,31.61,414.32,19.54,0,47.12,62.64
5dpf,229.47,21.71,88.38,81.66,66.15,633.12,41.86,10.85,119.9,266.17
10dpf,1032.92,34.51,84.09,104.17,48.95,601.8,30.12,0,75.3,112.33
