stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0.83,0,0,7.51
3dpf,1.15,0,0,0,1.15,3.45
5dpf,0.52,0,0,0.52,0.52,3.1
10dpf,0,0.63,0,0,1.26,0
