stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,0,0,1
2dpf,4.17,0,0,0,0,0.83,0,3.34
3dpf,31.03,0.57,0.57,7.47,0.57,0,1.15,0.57
5dpf,2.07,0.52,0,1.03,0.52,1.03,0,0
10dpf,8.16,0,2.51,3.14,0.63,0,0.63,0.63
