stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,10.32,0,0,0,134.2,20.65,0,10.32,0,41.29
12hpf,80.97,0,0,34.7,183.14,80.97,0,0,3.86,11.57
14hpf,137.1,0,0,80.25,224.04,200.63,3.34,0,3.34,43.47
16hpf,157.91,2.05,0,51.27,172.27,190.73,4.1,2.05,6.15,69.73
19hpf,339.32,0,2.19,87.57,258.32,186.08,0,2.19,4.38,63.49
24hpf,447,0,9,127,354,253,3,0,27,51
2dpf,512.12,9.17,25.86,243.55,541.32,1271.97,20.02,4.17,187.67,100.92
3dpf,1312.49,11.49,5.75,97.69,31.61,1783.12,2.3,0,83.9,13.79
5dpf,101.82,11.37,21.71,196.39,56.85,1228.5,7.75,4.13,109.05,78.04
10dpf,454.96,14.43,6.9,170.06,24.47,1393.12,1.88,0,121.74,11.3
