stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.5,0,0,0.83,2.5,0.83,1.67
3dpf,15.52,0,0,0.57,7.47,0,0.57
5dpf,2.07,0.52,0.52,0.52,3.62,0,4.65
10dpf,8.79,0.63,0.63,0,11.3,0,3.77
