stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0.83,0,0,0,0.83,0
3dpf,24.14,0,0,0,0,0
5dpf,1.03,0,0.52,2.58,0.52,2.58
10dpf,26.36,0.63,0,0.63,0,0.63
