stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,2.5,0,0.83,0,2.5,0,2.5
3dpf,40.8,0.57,0,0,4.6,0,1.15
5dpf,5.69,0,0,0.52,5.69,0.52,0.52
10dpf,21.96,0,0,0.63,0.63,0,0
