stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.83,0,2.5,8.34,12.51,0
3dpf,0,0.57,0,10.92,1.15,0
5dpf,0,0,0,4.65,0.52,0.52
10dpf,0,0,0,3.77,1.26,0
