stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,6.67,0.83,5.84,0.83,1.67,0
3dpf,11.49,0.57,3.45,0.57,0.57,0
5dpf,0.52,1.03,3.1,0,0,1.03
10dpf,2.51,0,2.51,0,0,0
