stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
24hpf,1,0,0,0,15,17,0,0,3,0
2dpf,16.68,0,0,1.67,61.72,83.41,0,1.67,71.73,0.83
3dpf,8.05,0,0,0.57,18.39,54.02,0,0,14.37,0
5dpf,5.17,2.07,0.52,1.03,6.2,53.23,0.52,0,12.92,2.07
10dpf,0.63,0.63,1.26,1.26,6.28,45.18,0,0,22.59,0
