stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,10.32,0,0,0,0,0,0,0,0,0
12hpf,3.86,0,0,0,0,0,0,7.71,0,0
14hpf,10.03,0,0,3.34,0,0,0,10.03,3.34,50.16
16hpf,8.2,0,10.25,0,4.1,2.05,0,2.05,4.1,8.2
19hpf,15.32,0,4.38,0,2.19,0,2.19,4.38,0,120.41
24hpf,15,0,99,2,4,1,1,0,2,11
2dpf,192.67,1.67,63.39,44.21,112.6,149.3,31.69,2.5,39.2,256.06
3dpf,341.34,7.47,36.78,12.07,9.77,81.02,1.72,0,12.07,117.23
5dpf,74.42,21.71,94.58,82.18,21.19,129.72,12.92,2.58,26.88,283.22
10dpf,304.35,61.5,94.13,49.58,8.79,62.75,10.67,0,8.16,116.72
