stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
19hpf,0,0,2.19,2.19,0,0
24hpf,0,0,1,3,0,0
2dpf,0,0,2.5,1.67,0,0
3dpf,0.57,0,5.75,0.57,0.57,0
5dpf,1.03,0,28.94,1.03,1.55,0.52
10dpf,1.88,0.63,57.73,0,3.14,0
