stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0.83,0,0,0
3dpf,18.39,0,1.15,0
5dpf,1.55,0.52,0.52,2.07
10dpf,6.28,0,0,0
