stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,1.67,0,0,0,0
3dpf,0.57,0,0,0,0,0
5dpf,0,0,1.03,1.03,0.52,1.55
