stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,216.78,0,20.65,0,10.32,10.32,0,10.32,20.65,41.29
12hpf,948.45,9.64,30.84,26.99,192.78,36.63,1.93,11.57,273.74,287.23
14hpf,277.54,3.34,30.09,13.38,30.09,23.41,3.34,0,30.09,76.91
16hpf,459.38,10.25,90.24,18.46,159.96,90.24,6.15,8.2,118.95,196.88
19hpf,774.97,4.38,56.92,10.95,87.57,35.03,26.27,4.38,87.57,148.86
24hpf,1166,9,213,14,184,116,72,1,483,156
2dpf,203.51,15.85,23.35,13.35,85.08,201.85,40.04,3.34,100.09,91.75
3dpf,994.71,25.86,20.69,21.26,8.05,163.77,7.47,0,22.99,87.92
5dpf,100.26,13.44,63.57,49.62,17.57,238.77,20.67,8.27,86.83,409.85
10dpf,346.4,69.66,67.77,71.54,30.12,477.55,21.34,0.63,131.78,119.86
