stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
16hpf,0,0,0,0,0,0,0,2.05
2dpf,7.51,0,4.17,1.67,0.83,0.83,0.83,0.83
3dpf,6.9,0,0,0.57,1.72,0,0,0
5dpf,0,0.52,0,1.03,1.55,0,0,4.65
10dpf,3.77,3.14,1.26,0,1.26,0,0,14.43
