stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,1.67,0,1.67,0.83,0.83,0,0,1.67
3dpf,2.3,0.57,2.3,1.15,4.02,0,0,3.45
5dpf,7.24,7.24,3.62,1.55,6.2,0.52,1.03,22.74
10dpf,9.41,5.65,2.51,7.53,11.3,1.26,0.63,22.59
