stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,30.97,0,0,0,20.65,0,0,0,10.32,0
12hpf,63.62,0,0,0,21.21,7.71,0,1.93,17.35,7.71
14hpf,30.09,0,3.34,0,0,0,0,0,6.69,3.34
16hpf,28.71,0,6.15,0,4.1,2.05,0,4.1,4.1,8.2
19hpf,100.7,2.19,0,0,2.19,0,0,0,0,4.38
24hpf,45,0,3,1,14,6,1,0,7,4
2dpf,132.62,2.5,6.67,21.69,93.42,119.27,14.18,0.83,41.7,49.21
3dpf,474.08,3.45,5.75,8.62,9.19,127,5.75,0,9.77,17.24
5dpf,54.27,4.13,28.43,25.84,17.57,128.69,6.72,5.17,31.01,85.28
10dpf,121.11,6.28,21.34,14.43,5.65,73.42,8.79,0.63,11.3,17.57
