stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,0,1,0,0
2dpf,3.34,0,0.83,0.83,5,5.84,0,5,4.17
3dpf,21.26,0,0,1.15,0.57,8.62,0,0.57,1.72
5dpf,5.69,0,1.03,2.58,0.52,6.72,1.55,0,4.65
10dpf,6.9,0.63,1.26,0,0.63,3.77,0,0,1.26
